fill_id,timestamp,order_id,client_id,side,quantity,price,capacity,venue,nbbo_bid,nbbo_ask
F-00207,2026-08-17T12:18:14.016,ORD-00207,CLIENT_E,BUY,100,242.37,PRINCIPAL,INTERNAL,242.36,242.37
F-00208,2026-08-17T12:18:14.016,ORD-00207,CLIENT_E,BUY,1400,242.37,AGENCY,MARKET,242.36,242.37
F-00209,2026-08-17T12:18:39.950,ORD-00209,CLIENT_B,SELL,5000,242.39,AGENCY,MARKET,242.39,242.40
F-00210,2026-08-17T12:19:49.353,ORD-00208,CLIENT_C,BUY,1000,242.34,AGENCY,MARKET,242.33,242.34
F-00211,2026-08-17T12:19:59.951,ORD-00210,CLIENT_A,SELL,1000,242.38,PRINCIPAL,INTERNAL,242.37,242.40
F-00212,2026-08-17T12:21:43.956,ORD-00212,CLIENT_A,SELL,700,242.37,AGENCY,MARKET,242.37,242.38
F-00213,2026-08-17T12:22:52.953,ORD-00214,CLIENT_A,SELL,300,242.44,AGENCY,MARKET,242.44,242.45
F-00214,2026-08-17T12:26:16.891,ORD-00215,CLIENT_H,BUY,100,242.45,PRINCIPAL,INTERNAL,242.44,242.46
F-00215,2026-08-17T12:26:28.592,ORD-00217,CLIENT_J,SELL,1500,242.46,PRINCIPAL,INTERNAL,242.45,242.47
F-00216,2026-08-17T12:26:31.905,ORD-00216,CLIENT_I,SELL,1000,242.48,AGENCY,MARKET,242.48,242.49
F-00217,2026-08-17T12:27:32.942,ORD-00219,CLIENT_C,BUY,1500,242.48,PRINCIPAL,INTERNAL,242.47,242.48
F-00218,2026-08-17T12:28:10.087,ORD-00220,CLIENT_H,SELL,100,242.45,PRINCIPAL,INTERNAL,242.44,242.47
F-00219,2026-08-17T12:28:45.859,ORD-00223,CLIENT_G,BUY,1500,242.43,PRINCIPAL,INTERNAL,242.42,242.44
F-00220,2026-08-17T12:28:58.247,ORD-00224,CLIENT_A,BUY,2000,242.44,AGENCY,MARKET,242.43,242.44
F-00221,2026-08-17T12:29:25.995,ORD-00221,CLIENT_C,SELL,300,242.45,PRINCIPAL,INTERNAL,242.44,242.46
F-00222,2026-08-17T12:29:43.122,ORD-00222,CLIENT_I,SELL,200,242.47,PRINCIPAL,INTERNAL,242.46,242.48
F-00223,2026-08-17T12:29:44.528,ORD-00222,CLIENT_I,SELL,500,242.47,AGENCY,MARKET,242.47,242.48
F-00224,2026-08-17T12:30:31.333,ORD-00218,CLIENT_A,SELL,400,242.58,AGENCY,MARKET,242.58,242.59
F-00225,2026-08-17T12:30:39.195,ORD-00225,CLIENT_C,BUY,700,242.61,AGENCY,MARKET,242.60,242.61
F-00226,2026-08-17T12:31:58.632,ORD-00155,CLIENT_H,SELL,500,242.62,AGENCY,MARKET,242.62,242.63
F-00227,2026-08-17T12:32:47.473,ORD-00226,CLIENT_B,SELL,100,242.58,PRINCIPAL,INTERNAL,242.57,242.59
F-00228,2026-08-17T12:34:18.371,ORD-00227,CLIENT_D,BUY,100,242.59,PRINCIPAL,INTERNAL,242.58,242.60
F-00229,2026-08-17T12:34:49.238,ORD-00228,CLIENT_A,BUY,3000,242.56,AGENCY,MARKET,242.55,242.56
F-00230,2026-08-17T12:35:36.314,ORD-00229,CLIENT_B,BUY,300,242.53,PRINCIPAL,INTERNAL,242.52,242.54
F-00231,2026-08-17T12:36:31.692,ORD-00230,CLIENT_C,SELL,300,242.47,PRINCIPAL,INTERNAL,242.47,242.48
F-00232,2026-08-17T12:36:31.692,ORD-00230,CLIENT_C,SELL,4700,242.47,AGENCY,MARKET,242.47,242.48
F-00233,2026-08-17T12:36:58.143,ORD-00231,CLIENT_G,SELL,3000,242.45,AGENCY,MARKET,242.45,242.46
F-00234,2026-08-17T12:37:27.895,ORD-00232,CLIENT_G,SELL,1000,242.49,AGENCY,MARKET,242.49,242.50
F-00235,2026-08-17T12:38:30.209,ORD-00234,CLIENT_B,SELL,5000,242.59,PRINCIPAL,INTERNAL,242.58,242.60
F-00236,2026-08-17T12:39:01.799,ORD-00235,CLIENT_F,BUY,100,242.57,PRINCIPAL,INTERNAL,242.56,242.58
F-00237,2026-08-17T12:40:38.338,ORD-00236,CLIENT_C,SELL,700,242.58,AGENCY,MARKET,242.58,242.59
F-00238,2026-08-17T12:42:30.272,ORD-00238,CLIENT_I,BUY,1000,242.55,PRINCIPAL,INTERNAL,242.54,242.56
F-00239,2026-08-17T12:43:32.044,ORD-00239,CLIENT_F,BUY,400,242.57,PRINCIPAL,INTERNAL,242.56,242.57
F-00240,2026-08-17T12:45:14.571,ORD-00241,CLIENT_C,SELL,300,242.58,AGENCY,MARKET,242.58,242.59
F-00241,2026-08-17T12:46:25.053,ORD-00242,CLIENT_A,SELL,300,242.60,PRINCIPAL,INTERNAL,242.59,242.61
F-00242,2026-08-17T12:48:22.332,ORD-00243,CLIENT_A,SELL,2000,242.69,PRINCIPAL,INTERNAL,242.68,242.70
F-00243,2026-08-17T12:49:43.948,ORD-00244,CLIENT_I,BUY,4000,242.76,PRINCIPAL,INTERNAL,242.75,242.76
F-00244,2026-08-17T12:49:43.948,ORD-00244,CLIENT_I,BUY,1000,242.76,AGENCY,MARKET,242.75,242.76
F-00245,2026-08-17T12:50:40.534,ORD-00246,CLIENT_E,SELL,5000,242.72,AGENCY,MARKET,242.72,242.73
F-00246,2026-08-17T12:51:18.812,ORD-00248,CLIENT_B,SELL,1500,242.76,AGENCY,MARKET,242.76,242.77
F-00247,2026-08-17T12:51:21.400,ORD-00247,CLIENT_B,BUY,100,242.75,AGENCY,CROSS,242.75,242.77
F-00248,2026-08-17T12:51:21.400,ORD-00249,CLIENT_B,SELL,100,242.75,AGENCY,CROSS,242.75,242.77
F-00249,2026-08-17T12:51:39.614,ORD-00247,CLIENT_B,BUY,900,242.75,AGENCY,MARKET,242.74,242.75
F-00250,2026-08-17T12:51:44.107,ORD-00250,CLIENT_B,SELL,200,242.75,AGENCY,MARKET,242.75,242.76
F-00251,2026-08-17T12:52:10.588,ORD-00251,CLIENT_A,BUY,100,242.74,AGENCY,MARKET,242.73,242.74
F-00252,2026-08-17T12:55:53.265,ORD-00252,CLIENT_G,BUY,200,242.64,AGENCY,MARKET,242.63,242.64
F-00253,2026-08-17T12:58:30.735,ORD-00253,CLIENT_F,BUY,5000,242.63,PRINCIPAL,INTERNAL,242.62,242.64
F-00254,2026-08-17T12:59:10.610,ORD-00254,CLIENT_E,BUY,700,242.70,AGENCY,MARKET,242.69,242.70
F-00255,2026-08-17T12:59:16.067,ORD-00255,CLIENT_H,SELL,3000,242.70,PRINCIPAL,INTERNAL,242.70,242.71
F-00256,2026-08-17T13:02:32.072,ORD-00256,CLIENT_D,SELL,1000,242.62,PRINCIPAL,INTERNAL,242.62,242.63
F-00257,2026-08-17T13:02:32.072,ORD-00256,CLIENT_D,SELL,1000,242.62,AGENCY,MARKET,242.62,242.63
F-00258,2026-08-17T13:04:48.744,ORD-00257,CLIENT_E,BUY,100,242.62,AGENCY,MARKET,242.61,242.62
F-00259,2026-08-17T13:06:14.767,ORD-00258,CLIENT_J,SELL,500,242.68,AGENCY,MARKET,242.68,242.69
F-00260,2026-08-17T13:06:52.757,ORD-00259,CLIENT_F,SELL,400,242.71,AGENCY,MARKET,242.71,242.72
F-00261,2026-08-17T13:06:55.680,ORD-00260,CLIENT_B,BUY,1500,242.71,AGENCY,MARKET,242.70,242.71
F-00262,2026-08-17T13:07:51.785,ORD-00263,CLIENT_A,BUY,200,242.72,AGENCY,CROSS,242.71,242.72
F-00263,2026-08-17T13:07:51.785,ORD-00261,CLIENT_D,SELL,200,242.72,AGENCY,CROSS,242.71,242.72
F-00264,2026-08-17T13:08:04.852,ORD-00261,CLIENT_D,SELL,1800,242.72,AGENCY,MARKET,242.72,242.73
F-00265,2026-08-17T13:08:33.058,ORD-00264,CLIENT_D,SELL,700,242.74,AGENCY,MARKET,242.74,242.75
F-00266,2026-08-17T13:08:59.467,ORD-00265,CLIENT_E,SELL,100,242.73,AGENCY,MARKET,242.73,242.74
F-00267,2026-08-17T13:09:37.803,ORD-00153,CLIENT_E,SELL,500,242.84,PRINCIPAL,INTERNAL,242.83,242.85
F-00268,2026-08-17T13:11:24.504,ORD-00266,CLIENT_B,SELL,100,242.73,PRINCIPAL,INTERNAL,242.72,242.75
F-00269,2026-08-17T13:14:36.752,ORD-00268,CLIENT_I,BUY,200,242.79,PRINCIPAL,INTERNAL,242.78,242.80
F-00270,2026-08-17T13:15:05.944,ORD-00267,CLIENT_C,BUY,400,242.74,PRINCIPAL,INTERNAL,242.73,242.75
F-00271,2026-08-17T13:17:23.544,ORD-00269,CLIENT_D,BUY,500,242.74,AGENCY,MARKET,242.73,242.74
F-00272,2026-08-17T13:18:33.760,ORD-00270,CLIENT_E,BUY,1000,242.67,AGENCY,MARKET,242.66,242.67
F-00273,2026-08-17T13:19:13.548,ORD-00271,CLIENT_A,SELL,100,242.72,AGENCY,MARKET,242.72,242.73
F-00274,2026-08-17T13:19:30.692,ORD-00272,CLIENT_E,SELL,1000,242.73,PRINCIPAL,INTERNAL,242.72,242.74
F-00275,2026-08-17T13:20:17.895,ORD-00273,CLIENT_B,SELL,3000,242.66,AGENCY,MARKET,242.66,242.67
F-00276,2026-08-17T13:20:55.501,ORD-00274,CLIENT_C,SELL,500,242.68,AGENCY,MARKET,242.68,242.69
F-00277,2026-08-17T13:21:32.921,ORD-00275,CLIENT_F,SELL,700,242.66,PRINCIPAL,INTERNAL,242.65,242.68
F-00278,2026-08-17T13:22:48.881,ORD-00277,CLIENT_D,BUY,100,242.71,PRINCIPAL,INTERNAL,242.70,242.72
F-00279,2026-08-17T13:22:56.746,ORD-00278,CLIENT_C,SELL,2000,242.68,PRINCIPAL,INTERNAL,242.67,242.70
F-00280,2026-08-17T13:25:25.765,ORD-00281,CLIENT_E,SELL,100,242.70,AGENCY,MARKET,242.70,242.71
F-00281,2026-08-17T13:26:04.498,ORD-00283,CLIENT_F,SELL,2400,242.70,PRINCIPAL,INTERNAL,242.69,242.72
F-00282,2026-08-17T13:26:04.498,ORD-00283,CLIENT_F,SELL,2600,242.69,AGENCY,MARKET,242.69,242.72
F-00283,2026-08-17T13:26:41.282,ORD-00282,CLIENT_F,SELL,1500,242.74,AGENCY,MARKET,242.74,242.75
F-00284,2026-08-17T13:29:06.141,ORD-00284,CLIENT_J,SELL,2000,242.68,PRINCIPAL,INTERNAL,242.67,242.69
F-00285,2026-08-17T13:30:05.986,ORD-00262,CLIENT_C,BUY,200,242.62,PRINCIPAL,INTERNAL,242.61,242.63
F-00286,2026-08-17T13:31:34.256,ORD-00286,CLIENT_F,SELL,1000,242.62,PRINCIPAL,INTERNAL,242.61,242.63
F-00287,2026-08-17T13:33:43.013,ORD-00279,CLIENT_C,BUY,2000,242.49,PRINCIPAL,INTERNAL,242.48,242.50
F-00288,2026-08-17T13:34:09.468,ORD-00276,CLIENT_C,BUY,100,242.48,PRINCIPAL,INTERNAL,242.47,242.49
F-00289,2026-08-17T13:34:57.846,ORD-00288,CLIENT_H,SELL,1500,242.43,AGENCY,MARKET,242.43,242.44
F-00290,2026-08-17T13:36:02.057,ORD-00289,CLIENT_D,SELL,5000,242.46,AGENCY,MARKET,242.46,242.47
F-00291,2026-08-17T13:36:52.063,ORD-00291,CLIENT_A,BUY,5000,242.46,PRINCIPAL,INTERNAL,242.45,242.47
F-00292,2026-08-17T13:37:15.077,ORD-00292,CLIENT_C,BUY,500,242.45,AGENCY,MARKET,242.44,242.45
F-00293,2026-08-17T13:38:04.016,ORD-00293,CLIENT_C,SELL,3000,242.45,PRINCIPAL,INTERNAL,242.44,242.46
F-00294,2026-08-17T13:38:20.066,ORD-00294,CLIENT_F,BUY,400,242.48,AGENCY,MARKET,242.47,242.48
F-00295,2026-08-17T13:39:27.264,ORD-00290,CLIENT_C,SELL,100,242.53,PRINCIPAL,INTERNAL,242.52,242.54
F-00296,2026-08-17T13:39:39.606,ORD-00295,CLIENT_B,SELL,200,242.52,AGENCY,MARKET,242.52,242.53
F-00297,2026-08-17T13:39:59.262,ORD-00297,CLIENT_E,BUY,1500,242.50,AGENCY,MARKET,242.49,242.50
F-00298,2026-08-17T13:41:40.893,ORD-00298,CLIENT_E,SELL,500,242.54,AGENCY,MARKET,242.54,242.55
F-00299,2026-08-17T13:42:09.210,ORD-00299,CLIENT_D,SELL,5000,242.56,PRINCIPAL,INTERNAL,242.55,242.57
F-00300,2026-08-17T13:44:07.984,ORD-00301,CLIENT_I,SELL,2000,242.51,PRINCIPAL,INTERNAL,242.50,242.53
F-00301,2026-08-17T13:45:27.901,ORD-00302,CLIENT_C,SELL,200,242.46,PRINCIPAL,INTERNAL,242.45,242.48
F-00302,2026-08-17T13:45:55.836,ORD-00237,CLIENT_E,BUY,200,242.42,PRINCIPAL,INTERNAL,242.41,242.43
F-00303,2026-08-17T13:46:14.165,ORD-00285,CLIENT_I,BUY,3800,242.41,PRINCIPAL,INTERNAL,242.40,242.42
F-00304,2026-08-17T13:46:54.495,ORD-00285,CLIENT_I,BUY,1200,242.41,AGENCY,MARKET,242.40,242.41
F-00305,2026-08-17T13:47:43.103,ORD-00303,CLIENT_B,SELL,200,242.40,AGENCY,MARKET,242.40,242.41
F-00306,2026-08-17T13:48:09.043,ORD-00304,CLIENT_A,BUY,200,242.39,AGENCY,MARKET,242.38,242.39
F-00307,2026-08-17T13:48:12.555,ORD-00305,CLIENT_B,BUY,200,242.37,PRINCIPAL,INTERNAL,242.36,242.38
F-00308,2026-08-17T13:48:29.287,ORD-00300,CLIENT_C,BUY,100,242.34,AGENCY,MARKET,242.33,242.34
F-00309,2026-08-17T13:48:37.874,ORD-00233,CLIENT_A,BUY,200,242.31,AGENCY,MARKET,242.30,242.31
F-00310,2026-08-17T13:48:41.452,ORD-00213,CLIENT_B,BUY,1500,242.30,AGENCY,MARKET,242.29,242.30
F-00311,2026-08-17T13:49:33.663,ORD-00306,CLIENT_C,BUY,200,242.30,AGENCY,MARKET,242.29,242.30
F-00312,2026-08-17T13:49:50.419,ORD-00206,CLIENT_H,BUY,300,242.28,AGENCY,MARKET,242.27,242.28
F-00313,2026-08-17T13:50:26.294,ORD-00307,CLIENT_E,BUY,200,242.24,AGENCY,MARKET,242.23,242.24
F-00314,2026-08-17T13:50:40.865,ORD-00308,CLIENT_A,SELL,100,242.22,PRINCIPAL,INTERNAL,242.22,242.23
F-00315,2026-08-17T13:50:45.635,ORD-00309,CLIENT_A,SELL,100,242.23,PRINCIPAL,INTERNAL,242.23,242.24
F-00316,2026-08-17T13:52:36.583,ORD-00310,CLIENT_C,SELL,100,242.30,AGENCY,MARKET,242.30,242.31
F-00317,2026-08-17T13:54:03.204,ORD-00311,CLIENT_A,BUY,5000,242.30,AGENCY,MARKET,242.29,242.30
F-00318,2026-08-17T13:55:35.520,ORD-00313,CLIENT_E,BUY,1500,242.31,AGENCY,MARKET,242.30,242.31
F-00319,2026-08-17T13:57:57.609,ORD-00315,CLIENT_E,BUY,1000,242.38,PRINCIPAL,INTERNAL,242.37,242.39
F-00320,2026-08-17T13:58:07.308,ORD-00316,CLIENT_A,SELL,1000,242.35,PRINCIPAL,INTERNAL,242.35,242.36
F-00321,2026-08-17T13:58:07.308,ORD-00316,CLIENT_A,SELL,500,242.35,AGENCY,MARKET,242.35,242.36
F-00322,2026-08-17T13:59:00.446,ORD-00317,CLIENT_B,SELL,200,242.37,AGENCY,MARKET,242.37,242.38
F-00323,2026-08-17T13:59:02.746,ORD-00318,CLIENT_B,SELL,400,242.37,PRINCIPAL,INTERNAL,242.36,242.39
F-00324,2026-08-17T14:00:08.332,ORD-00319,CLIENT_D,SELL,200,242.40,PRINCIPAL,INTERNAL,242.38,242.42
F-00325,2026-08-17T14:00:10.148,ORD-00314,CLIENT_G,SELL,400,242.44,PRINCIPAL,INTERNAL,242.43,242.46
F-00326,2026-08-17T14:00:31.610,ORD-00312,CLIENT_D,BUY,200,242.27,PRINCIPAL,INTERNAL,242.25,242.28
F-00327,2026-08-17T14:01:02.913,ORD-00321,CLIENT_B,BUY,100,242.37,AGENCY,CROSS,242.34,242.37
F-00328,2026-08-17T14:01:02.913,ORD-00320,CLIENT_E,SELL,100,242.37,AGENCY,CROSS,242.34,242.37
F-00329,2026-08-17T14:01:02.913,ORD-00321,CLIENT_B,BUY,100,242.36,PRINCIPAL,INTERNAL,242.34,242.37
F-00330,2026-08-17T14:01:35.452,ORD-00322,CLIENT_B,SELL,400,242.41,PRINCIPAL,INTERNAL,242.39,242.43
F-00331,2026-08-17T14:02:31.262,ORD-00323,CLIENT_A,SELL,100,242.56,PRINCIPAL,INTERNAL,242.54,242.58
F-00332,2026-08-17T14:03:39.869,ORD-00296,CLIENT_B,SELL,300,242.67,PRINCIPAL,INTERNAL,242.65,242.69
F-00333,2026-08-17T14:03:42.828,ORD-00324,CLIENT_E,SELL,1500,242.60,PRINCIPAL,INTERNAL,242.59,242.62
F-00334,2026-08-17T14:04:19.857,ORD-00325,CLIENT_C,SELL,200,242.80,PRINCIPAL,INTERNAL,242.79,242.82
F-00335,2026-08-17T14:04:21.665,ORD-00280,CLIENT_A,SELL,100,242.83,PRINCIPAL,INTERNAL,242.81,242.85
F-00336,2026-08-17T14:04:27.278,ORD-00326,CLIENT_B,SELL,300,242.90,PRINCIPAL,INTERNAL,242.89,242.92
F-00337,2026-08-17T14:04:42.266,ORD-00245,CLIENT_D,SELL,300,242.96,PRINCIPAL,INTERNAL,242.95,242.98
F-00338,2026-08-17T14:04:50.106,ORD-00327,CLIENT_A,BUY,200,242.99,PRINCIPAL,INTERNAL,242.97,243.00
F-00339,2026-08-17T14:05:33.132,ORD-00329,CLIENT_H,BUY,200,242.96,PRINCIPAL,INTERNAL,242.94,242.97
F-00340,2026-08-17T14:05:48.525,ORD-00328,CLIENT_A,SELL,400,243.07,PRINCIPAL,INTERNAL,243.06,243.09
F-00341,2026-08-17T14:06:04.194,ORD-00330,CLIENT_C,SELL,200,243.06,PRINCIPAL,INTERNAL,243.04,243.08
F-00342,2026-08-17T14:06:33.250,ORD-00331,CLIENT_A,BUY,500,243.02,PRINCIPAL,INTERNAL,243.00,243.04
F-00343,2026-08-17T14:07:02.587,ORD-00333,CLIENT_G,BUY,3000,243.09,PRINCIPAL,INTERNAL,243.07,243.11
F-00344,2026-08-17T14:07:13.258,ORD-00334,CLIENT_A,SELL,100,243.11,PRINCIPAL,INTERNAL,243.10,243.13
F-00345,2026-08-17T14:07:15.034,ORD-00335,CLIENT_D,BUY,100,243.13,AGENCY,CROSS,243.09,243.13
F-00346,2026-08-17T14:07:15.034,ORD-00332,CLIENT_H,SELL,100,243.13,AGENCY,CROSS,243.09,243.13
F-00347,2026-08-17T14:07:15.034,ORD-00335,CLIENT_D,BUY,600,243.11,PRINCIPAL,INTERNAL,243.09,243.13
F-00348,2026-08-17T14:07:30.051,ORD-00336,CLIENT_D,SELL,100,243.11,PRINCIPAL,INTERNAL,243.09,243.13
F-00349,2026-08-17T14:07:30.471,ORD-00337,CLIENT_A,BUY,100,243.11,PRINCIPAL,INTERNAL,243.09,243.12
F-00350,2026-08-17T14:08:42.979,ORD-00339,CLIENT_F,SELL,3000,243.01,PRINCIPAL,INTERNAL,243.00,243.03
F-00351,2026-08-17T14:09:56.711,ORD-00340,CLIENT_B,SELL,100,243.34,PRINCIPAL,INTERNAL,243.32,243.37
F-00352,2026-08-17T14:11:51.549,ORD-00341,CLIENT_C,BUY,500,243.33,PRINCIPAL,INTERNAL,243.32,243.34
F-00353,2026-08-17T14:14:05.050,ORD-00342,CLIENT_D,SELL,100,243.35,AGENCY,MARKET,243.35,243.36
F-00354,2026-08-17T14:17:28.786,ORD-00343,CLIENT_B,BUY,700,243.42,PRINCIPAL,INTERNAL,243.41,243.43
F-00355,2026-08-17T14:17:29.418,ORD-00344,CLIENT_B,BUY,100,243.44,PRINCIPAL,INTERNAL,243.43,243.44
F-00356,2026-08-17T14:19:55.553,ORD-00345,CLIENT_F,BUY,100,243.52,PRINCIPAL,INTERNAL,243.51,243.52
F-00357,2026-08-17T14:21:06.623,ORD-00346,CLIENT_H,BUY,200,243.50,PRINCIPAL,INTERNAL,243.49,243.50
F-00358,2026-08-17T14:23:56.644,ORD-00347,CLIENT_A,SELL,1000,243.43,AGENCY,MARKET,243.43,243.44
F-00359,2026-08-17T14:24:19.620,ORD-00349,CLIENT_C,BUY,700,243.40,PRINCIPAL,INTERNAL,243.39,243.41
F-00360,2026-08-17T14:24:48.851,ORD-00350,CLIENT_I,BUY,200,243.43,PRINCIPAL,INTERNAL,243.41,243.44
F-00361,2026-08-17T14:27:22.622,ORD-00351,CLIENT_B,BUY,400,243.38,PRINCIPAL,INTERNAL,243.37,243.39
F-00362,2026-08-17T14:27:36.008,ORD-00348,CLIENT_H,BUY,100,243.35,PRINCIPAL,INTERNAL,243.34,243.36
F-00363,2026-08-17T14:30:10.634,ORD-00352,CLIENT_H,SELL,100,243.24,PRINCIPAL,INTERNAL,243.23,243.25
F-00364,2026-08-17T14:30:38.185,ORD-00353,CLIENT_D,SELL,100,243.22,AGENCY,MARKET,243.22,243.23
F-00365,2026-08-17T14:30:38.455,ORD-00354,CLIENT_A,BUY,100,243.23,PRINCIPAL,INTERNAL,243.22,243.23
F-00366,2026-08-17T14:30:58.179,ORD-00355,CLIENT_A,SELL,500,243.21,PRINCIPAL,INTERNAL,243.20,243.23
F-00367,2026-08-17T14:32:50.279,ORD-00357,CLIENT_B,SELL,300,243.20,PRINCIPAL,INTERNAL,243.19,243.21
F-00368,2026-08-17T14:33:59.708,ORD-00356,CLIENT_F,SELL,5000,243.28,AGENCY,MARKET,243.28,243.29
F-00369,2026-08-17T14:35:54.855,ORD-00358,CLIENT_D,BUY,300,243.29,PRINCIPAL,INTERNAL,243.28,243.30
F-00370,2026-08-17T14:35:59.139,ORD-00359,CLIENT_H,BUY,500,243.28,PRINCIPAL,INTERNAL,243.27,243.29
F-00371,2026-08-17T14:36:22.995,ORD-00360,CLIENT_C,SELL,100,243.24,PRINCIPAL,INTERNAL,243.23,243.25
F-00372,2026-08-17T14:36:49.119,ORD-00361,CLIENT_B,SELL,200,243.24,AGENCY,MARKET,243.24,243.25
F-00373,2026-08-17T14:39:12.096,ORD-00362,CLIENT_B,SELL,200,243.15,AGENCY,MARKET,243.15,243.16
F-00374,2026-08-17T14:39:28.909,ORD-00363,CLIENT_E,BUY,1500,243.13,PRINCIPAL,INTERNAL,243.11,243.14
F-00375,2026-08-17T14:39:40.672,ORD-00364,CLIENT_G,SELL,300,243.17,PRINCIPAL,INTERNAL,243.17,243.18
F-00376,2026-08-17T14:40:49.961,ORD-00365,CLIENT_C,BUY,100,243.18,AGENCY,MARKET,243.17,243.18
F-00377,2026-08-17T14:42:03.882,ORD-00366,CLIENT_C,BUY,500,243.17,AGENCY,MARKET,243.16,243.17
F-00378,2026-08-17T14:42:42.831,ORD-00367,CLIENT_B,SELL,300,243.17,PRINCIPAL,INTERNAL,243.17,243.18
F-00379,2026-08-17T14:44:41.749,ORD-00371,CLIENT_A,SELL,200,243.21,PRINCIPAL,INTERNAL,243.20,243.23
F-00380,2026-08-17T14:44:52.607,ORD-00372,CLIENT_C,SELL,400,243.20,PRINCIPAL,INTERNAL,243.20,243.21
F-00381,2026-08-17T14:45:22.186,ORD-00370,CLIENT_J,BUY,3000,243.18,AGENCY,MARKET,243.17,243.18
F-00382,2026-08-17T14:46:56.210,ORD-00375,CLIENT_B,BUY,400,243.25,PRINCIPAL,INTERNAL,243.24,243.26
F-00383,2026-08-17T14:48:08.088,ORD-00368,CLIENT_D,SELL,400,243.34,PRINCIPAL,INTERNAL,243.33,243.36
F-00384,2026-08-17T14:48:08.484,ORD-00368,CLIENT_D,SELL,600,243.34,AGENCY,MARKET,243.34,243.35
F-00385,2026-08-17T14:49:47.685,ORD-00377,CLIENT_B,BUY,200,243.35,AGENCY,MARKET,243.34,243.35
F-00386,2026-08-17T14:51:00.296,ORD-00378,CLIENT_B,BUY,200,243.35,AGENCY,MARKET,243.34,243.35
F-00387,2026-08-17T14:51:57.508,ORD-00379,CLIENT_C,BUY,700,243.29,AGENCY,MARKET,243.28,243.29
F-00388,2026-08-17T14:52:52.211,ORD-00380,CLIENT_B,BUY,700,243.33,PRINCIPAL,INTERNAL,243.31,243.34
F-00389,2026-08-17T14:53:38.155,ORD-00382,CLIENT_A,BUY,200,243.36,AGENCY,MARKET,243.35,243.36
F-00390,2026-08-17T14:53:46.250,ORD-00383,CLIENT_E,SELL,100,243.36,PRINCIPAL,INTERNAL,243.36,243.37
F-00391,2026-08-17T14:54:33.513,ORD-00373,CLIENT_F,SELL,600,243.41,PRINCIPAL,INTERNAL,243.41,243.42
F-00392,2026-08-17T14:54:33.513,ORD-00373,CLIENT_F,SELL,400,243.41,AGENCY,MARKET,243.41,243.42
F-00393,2026-08-17T14:55:11.986,ORD-00384,CLIENT_F,SELL,100,243.39,AGENCY,MARKET,243.39,243.40
F-00394,2026-08-17T14:55:13.237,ORD-00385,CLIENT_D,SELL,500,243.40,AGENCY,MARKET,243.40,243.41
F-00395,2026-08-17T14:55:15.662,ORD-00386,CLIENT_E,BUY,100,243.39,PRINCIPAL,INTERNAL,243.38,243.40
F-00396,2026-08-17T14:56:04.661,ORD-00374,CLIENT_H,SELL,100,243.44,PRINCIPAL,INTERNAL,243.44,243.45
F-00397,2026-08-17T14:56:04.661,ORD-00374,CLIENT_H,SELL,600,243.44,AGENCY,MARKET,243.44,243.45
F-00398,2026-08-17T14:57:58.042,ORD-00388,CLIENT_H,BUY,100,243.34,AGENCY,MARKET,243.33,243.34
F-00399,2026-08-17T14:58:59.548,ORD-00389,CLIENT_B,BUY,100,243.37,PRINCIPAL,INTERNAL,243.36,243.38
F-00400,2026-08-17T14:59:59.510,ORD-00390,CLIENT_A,SELL,100,243.37,PRINCIPAL,INTERNAL,243.36,243.39
F-00401,2026-08-17T15:01:41.610,ORD-00391,CLIENT_C,SELL,500,243.42,AGENCY,MARKET,243.42,243.43
F-00402,2026-08-17T15:03:31.926,ORD-00392,CLIENT_C,SELL,300,243.52,AGENCY,MARKET,243.52,243.53
F-00403,2026-08-17T15:04:46.427,ORD-00394,CLIENT_A,BUY,200,243.42,AGENCY,MARKET,243.41,243.42
F-00404,2026-08-17T15:05:20.954,ORD-00395,CLIENT_B,BUY,700,243.36,PRINCIPAL,INTERNAL,243.35,243.37
F-00405,2026-08-17T15:05:55.017,ORD-00397,CLIENT_A,BUY,700,243.37,AGENCY,MARKET,243.36,243.37
F-00406,2026-08-17T15:07:17.961,ORD-00399,CLIENT_F,BUY,1500,243.39,AGENCY,MARKET,243.38,243.39
F-00407,2026-08-17T15:07:18.874,ORD-00400,CLIENT_D,SELL,1000,243.38,PRINCIPAL,INTERNAL,243.37,243.39
F-00408,2026-08-17T15:07:37.306,ORD-00398,CLIENT_A,BUY,300,243.34,PRINCIPAL,INTERNAL,243.33,243.35
F-00409,2026-08-17T15:07:37.794,ORD-00398,CLIENT_A,BUY,200,243.33,PRINCIPAL,INTERNAL,243.32,243.34
F-00410,2026-08-17T15:08:13.490,ORD-00401,CLIENT_C,SELL,200,243.35,PRINCIPAL,INTERNAL,243.35,243.36
F-00411,2026-08-17T15:08:13.490,ORD-00401,CLIENT_C,SELL,1300,243.35,AGENCY,MARKET,243.35,243.36
F-00412,2026-08-17T15:08:36.629,ORD-00402,CLIENT_C,BUY,300,243.36,AGENCY,MARKET,243.35,243.36
F-00413,2026-08-17T15:09:17.830,ORD-00404,CLIENT_A,BUY,700,243.37,AGENCY,MARKET,243.36,243.37
F-00414,2026-08-17T15:10:36.734,ORD-00405,CLIENT_H,BUY,1500,243.37,AGENCY,MARKET,243.36,243.37
